,index,count,d_cap,d_tract,distance,end station latitude,end station longitude,o_cap,o_tract,start station latitude,start station longitude,tripduration,o_pop,d_pop,o_housing,d_housing,tract_x,o_sq_foot,tract_y,d_sq_foot,tract,diffs_out,start,end,weighted,total_out,total_in,o_hub,d_hub,od_hub,SX,SY,EX,EY
3445,3445,1285,62.0,003602,,40.724852985,-73.989265345,74.0,003002,40.72217444,-73.98368779,306.566145833,3031,2918,1885,1586,003002,18686109.2263,003602,24941258.1161,,0.0,003002,003602,49284.6416015,38675,83137,hub,hub,non_hub,585831.986427,4508413.19181,585357.507872,4508705.09166
3446,3446,554,186.0,003602,,40.724852985,-73.989265345,242.0,003100,40.7140617467,-74.0041933367,870.847326861,2809,2918,858,1586,003100,145687012.574,003602,24941258.1161,,0.0,003100,003602,49284.6416015,81469,83137,hub,hub,non_hub,584110.388584,4507492.78891,585357.507872,4508705.09166
3447,3447,3493,186.0,003602,,40.724852985,-73.989265345,200.0,003200,40.7260543867,-73.9823576167,380.540811137,7630,2918,4888,1586,003200,46369492.482,003602,24941258.1161,,0.0,003200,003602,49284.6416015,138064,83137,hub,hub,hub,585939.335766,4508845.19329,585357.507872,4508705.09166
3448,3448,947,310.0,003602,,40.724852985,-73.989265345,346.0,003300,40.7188246014,-74.0063283038,849.47102631,5174,2918,2694,1586,003300,215459582.054,003602,24941258.1161,,0.0,003300,003602,49284.6416015,115059,83137,hub,hub,non_hub,583924.074867,4508019.45452,585357.507872,4508705.09166
3449,3449,847,62.0,003602,,40.724852985,-73.989265345,78.0,003400,40.72955361,-73.98057249,454.932664996,6706,2918,4203,1586,003400,42933229.7541,003602,24941258.1161,,0.0,003400,003602,49284.6416015,47926,83137,hub,hub,non_hub,586085.581298,4509235.37985,585357.507872,4508705.09166
3450,3450,624,124.0,003602,,40.724852985,-73.989265345,132.0,003601,40.72217423,-73.990293175,501.844887277,3299,2918,1613,1586,003601,29191583.8104,003602,24941258.1161,,0.0,003601,003602,49284.6416015,77585,83137,hub,hub,non_hub,585274.124459,4508406.73315,585357.507872,4508705.09166
3451,3451,1703,248.0,003602,,40.724852985,-73.989265345,296.0,003700,40.7256696075,-74.0052069325,702.503171373,2401,2918,1490,1586,003700,212385639.924,003602,24941258.1161,,0.0,003700,003602,49284.6416015,173333,83137,hub,hub,non_hub,584010.178026,4508780.36793,585357.507872,4508705.09166
3452,3452,2610,248.0,003602,,40.724852985,-73.989265345,320.0,003800,40.72765889,-73.988195855,431.620267612,8610,2918,5795,1586,003800,67437493.5221,003602,24941258.1161,,0.0,003800,003602,49284.6416015,167230,83137,hub,hub,non_hub,585444.239635,4509017.60641,585357.507872,4508705.09166
3453,3453,452,248.0,003602,,40.724852985,-73.989265345,212.0,003900,40.7201717475,-74.00983051,1040.93041794,5253,2918,3059,1586,003900,194910113.03,003602,24941258.1161,,0.0,003900,003602,49284.6416015,113624,83137,hub,hub,non_hub,583626.593058,4508165.65565,585357.507872,4508705.09166
3454,3454,2420,124.0,003602,,40.724852985,-73.989265345,132.0,004000,40.73000573,-73.98549552,371.984962649,9801,2918,4546,1586,004000,66858387.5133,003602,24941258.1161,,0.0,004000,003602,49284.6416015,99660,83137,hub,hub,non_hub,585669.269443,4509280.75306,585357.507872,4508705.09166
3455,3455,1492,124.0,003602,,40.724852985,-73.989265345,128.0,004100,40.7195529,-73.996789035,549.608739012,7793,2918,3765,1586,004100,71738983.3617,003602,24941258.1161,,0.0,004100,003602,49284.6416015,114685,83137,hub,hub,non_hub,584728.836557,4508109.46034,585357.507872,4508705.09166
3456,3456,1116,62.0,003602,,40.724852985,-73.989265345,70.0,004200,40.73223272,-73.98889957,468.298364372,4988,2918,1801,1586,004200,39941846.3325,003602,24941258.1161,,0.0,004200,003602,49284.6416015,50846,83137,hub,hub,non_hub,585378.96492,4509524.64843,585357.507872,4508705.09166
3457,3457,1562,124.0,003602,,40.724852985,-73.989265345,134.0,004300,40.723870235,-73.995226525,402.688605466,4267,2918,2598,1586,004300,65935514.1184,003602,24941258.1161,,0.0,004300,003602,49284.6416015,95162,83137,hub,hub,non_hub,584855.320992,4508590.22212,585357.507872,4508705.09166
3458,3458,1650,124.0,003602,,40.724852985,-73.989265345,120.0,004400,40.73080269,-73.97968993,545.202325986,17710,2918,8297,1586,004400,114601147.016,003602,24941258.1161,,0.0,004400,003602,49284.6416015,106427,83137,hub,hub,non_hub,586158.498991,4509374.90208,585357.507872,4508705.09166
3459,3459,421,62.0,003602,,40.724852985,-73.989265345,54.0,004500,40.71910537,-73.99973337,590.025914634,840,2918,582,1586,004500,52009114.8865,003602,24941258.1161,,0.0,004500,003602,49284.6416015,34275,83137,hub,hub,non_hub,584480.726971,4508056.94497,585357.507872,4508705.09166
3460,3460,265,62.0,003602,,40.724852985,-73.989265345,78.0,004700,40.72165481,-74.00234737,690.32228739,2267,2918,1586,1586,004700,75477587.1594,003602,24941258.1161,,0.0,004700,003602,49284.6416015,27544,83137,hub,hub,non_hub,584256.734795,4508337.43837,585357.507872,4508705.09166
3461,3461,502,62.0,003602,,40.724852985,-73.989265345,70.0,004800,40.73624527,-73.98473765,617.062076659,7550,2918,3799,1586,004800,74763044.6965,003602,24941258.1161,,0.0,004800,003602,49284.6416015,42567,83137,hub,hub,non_hub,585725.258797,4509974.12516,585357.507872,4508705.09166
3462,3462,906,124.0,003602,,40.724852985,-73.989265345,146.0,004900,40.724268615,-74.000521515,602.313565043,4951,2918,3054,1586,004900,103848670.177,003602,24941258.1161,,0.0,004900,003602,49284.6416015,80152,83137,hub,hub,non_hub,584407.63728,4508629.34168,585357.507872,4508705.09166
3463,3463,1434,186.0,003602,,40.724852985,-73.989265345,186.0,005000,40.7359163467,-73.9873427633,615.512326729,5061,2918,3595,1586,005000,120638459.215,003602,24941258.1161,,0.0,005000,003602,49284.6416015,111023,83137,hub,hub,non_hub,585505.709717,4509935.07175,585357.507872,4508705.09166
3464,3464,1496,124.0,003602,,40.724852985,-73.989265345,212.0,005200,40.73715585,-73.991241315,723.02936363,4193,2918,1785,1586,005200,109103391.81,003602,24941258.1161,,0.0,005200,003602,49284.6416015,159876,83137,hub,hub,non_hub,585174.941656,4510068.87544,585357.507872,4508705.09166
3465,3465,458,62.0,003602,,40.724852985,-73.989265345,94.0,005400,40.73971301,-73.99456405,873.44359867,4656,2918,2837,1586,005400,128803552.888,003602,24941258.1161,,0.0,005400,003602,49284.6416015,73728,83137,hub,hub,non_hub,584891.129718,4510349.51956,585357.507872,4508705.09166
3466,3466,1307,62.0,003602,,40.724852985,-73.989265345,60.0,005501,40.72679454,-73.99695094,342.067008293,5079,2918,2483,1586,005501,61061928.4125,003602,24941258.1161,,0.0,005501,003602,49284.6416015,57258,83137,hub,hub,non_hub,584705.980012,4508913.17477,585357.507872,4508705.09166
3467,3467,884,62.0,003602,,40.724852985,-73.989265345,54.0,005502,40.72743423,-73.99379025,401.907314421,2383,2918,1262,1586,005502,49017118.6146,003602,24941258.1161,,0.0,005502,003602,49284.6416015,55117,83137,hub,hub,non_hub,584972.085912,4508987.23863,585357.507872,4508705.09166
3468,3468,788,124.0,003602,,40.724852985,-73.989265345,190.0,005600,40.74065347,-73.98778661,741.188639731,2618,2918,2190,1586,005600,189153355.609,003602,24941258.1161,,0.0,005600,003602,49284.6416015,113209,83137,hub,hub,non_hub,585462.168743,4510460.49357,585357.507872,4508705.09166
3469,3469,2212,124.0,003602,,40.724852985,-73.989265345,164.0,005700,40.729662915,-73.992405595,386.44637608,2937,2918,1789,1586,005700,90178032.7137,003602,24941258.1161,,0.0,005700,003602,49284.6416015,156896,83137,hub,hub,non_hub,585086.179601,4509235.9788,585357.507872,4508705.09166
3470,3470,703,124.0,003602,,40.724852985,-73.989265345,174.0,005800,40.743154205,-73.990299735,920.178151343,3182,2918,2306,1586,005800,164037511.755,003602,24941258.1161,,0.0,005800,003602,49284.6416015,130970,83137,hub,hub,non_hub,585246.786708,4510735.64918,585357.507872,4508705.09166
3471,3471,524,62.0,003602,,40.724852985,-73.989265345,62.0,005900,40.73049393,-73.9957214,484.805728666,5516,2918,3276,1586,005900,71785177.1361,003602,24941258.1161,,0.0,005900,003602,49284.6416015,53180,83137,hub,hub,non_hub,584805.117402,4509325.01914,585357.507872,4508705.09166
3472,3472,582,124.0,003602,,40.724852985,-73.989265345,126.0,006000,40.734822295,-73.976916765,759.777378197,5286,2918,2459,1586,006000,27468182.8943,003602,24941258.1161,,0.0,006000,003602,49284.6416015,80462,83137,hub,hub,non_hub,586387.478737,4509823.83141,585357.507872,4508705.09166
3473,3473,3065,248.0,003602,,40.724852985,-73.989265345,282.0,006100,40.73385254,-73.992357065,570.077514447,4913,2918,2683,1586,006100,91682014.33,003602,24941258.1161,,0.0,006100,003602,49284.6416015,245510,83137,hub,hub,hub,585084.940162,4509701.10308,585357.507872,4508705.09166
3474,3474,301,62.0,003602,,40.724852985,-73.989265345,60.0,006200,40.7381765,-73.97738662,764.031199187,4680,2918,1401,1586,006200,231817485.533,003602,24941258.1161,,0.0,006200,003602,49284.6416015,33218,83137,hub,hub,non_hub,586343.467107,4510195.70961,585357.507872,4508705.09166
3475,3475,1103,186.0,003602,,40.724852985,-73.989265345,198.0,006300,40.7346940933,-73.99785666,706.68651493,6076,2918,4277,1586,006300,85447631.8451,003602,24941258.1161,,0.0,006300,003602,49284.6416015,120233,83137,hub,hub,non_hub,584619.48321,4509789.20591,585357.507872,4508705.09166
3476,3476,874,62.0,003602,,40.724852985,-73.989265345,78.0,006400,40.73587678,-73.98205027,565.638565875,7518,2918,5058,1586,006400,95664936.1545,003602,24941258.1161,,0.0,006400,003602,49284.6416015,47750,83137,hub,hub,non_hub,585952.649806,4509935.84788,585357.507872,4508705.09166
3477,3477,2000,186.0,003602,,40.724852985,-73.989265345,212.0,006500,40.7306296367,-73.9991423,506.955483376,6517,2918,3568,1586,006500,59290910.3694,003602,24941258.1161,,0.0,006500,003602,49284.6416015,125356,83137,hub,hub,non_hub,584516.067395,4509336.78488,585357.507872,4508705.09166
3478,3478,1187,124.0,003602,,40.724852985,-73.989265345,164.0,006600,40.739285505,-73.97827188,734.590966542,11780,2918,6818,1586,006600,84730469.4548,003602,24941258.1161,,0.0,006600,003602,49284.6416015,74621,83137,hub,hub,non_hub,586267.286922,4510317.94668,585357.507872,4508705.09166
3479,3479,1253,62.0,003602,,40.724852985,-73.989265345,78.0,006700,40.73038599,-74.00214988,583.629607507,4984,2918,3796,1586,006700,47238039.9972,003602,24941258.1161,,0.0,006700,003602,49284.6416015,70025,83137,hub,hub,non_hub,584262.399901,4509306.84766,585357.507872,4508705.09166
3480,3480,478,62.0,003602,,40.724852985,-73.989265345,78.0,006800,40.74025878,-73.98409214,747.450685947,6735,2918,4494,1586,006800,130298431.446,003602,24941258.1161,,0.0,006800,003602,49284.6416015,58926,83137,hub,hub,non_hub,585774.608423,4510420.28363,585357.507872,4508705.09166
3481,3481,1043,124.0,003602,,40.724852985,-73.989265345,134.0,006900,40.732319905,-74.0069291,794.861532611,2687,2918,1484,1586,006900,61292499.9331,003602,24941258.1161,,0.0,006900,003602,49284.6416015,130727,83137,hub,hub,non_hub,583856.38945,4509516.94969,585357.507872,4508705.09166
3482,3482,1896,186.0,003602,,40.724852985,-73.989265345,254.0,007000,40.742521769,-73.9756268255,795.026103762,8302,2918,5669,1586,007000,78634704.8451,003602,24941258.1161,,0.0,007000,003602,49284.6416015,145227,83137,hub,hub,non_hub,586486.427363,4510679.79788,585357.507872,4508705.09166
3483,3483,639,124.0,003602,,40.724852985,-73.989265345,142.0,007100,40.736526545,-74.000108805,768.94710756,5633,2918,3844,1586,007100,68447429.2743,003602,24941258.1161,,0.0,007100,003602,49284.6416015,79459,83137,hub,hub,non_hub,584426.995774,4509990.4524,585357.507872,4508705.09166
3484,3484,778,186.0,003602,,40.724852985,-73.989265345,252.0,007200,40.7447014833,-73.98154809,923.529483323,7734,2918,5222,1586,007200,132092861.454,003602,24941258.1161,,0.0,007200,003602,49284.6416015,157612,83137,hub,hub,non_hub,585983.687715,4510915.94446,585357.507872,4508705.09166
3485,3485,988,124.0,003602,,40.724852985,-73.989265345,118.0,007300,40.734682705,-74.00388484,737.852743191,5615,2918,4547,1586,007300,48716185.79,003602,24941258.1161,,0.0,007300,003602,49284.6416015,92567,83137,hub,hub,non_hub,584110.479319,4509782.14883,585357.507872,4508705.09166
3486,3486,362,124.0,003602,,40.724852985,-73.989265345,172.0,007400,40.746413585,-73.98586892,1032.40054513,4179,2918,2700,1586,007400,170614202.951,003602,24941258.1161,,0.0,007400,003602,49284.6416015,81121,83137,hub,hub,non_hub,585616.696258,4511101.7763,585357.507872,4508705.09166
3487,3487,495,124.0,003602,,40.724852985,-73.989265345,138.0,007600,40.74737476,-73.988320695,1019.36539107,2203,2918,1573,1586,007600,242014413.464,003602,24941258.1161,,0.0,007600,003602,49284.6416015,97464,83137,hub,hub,non_hub,585408.475283,4511206.08492,585357.507872,4508705.09166
3488,3488,394,62.0,003602,,40.724852985,-73.989265345,86.0,007700,40.7390169121,-74.0026376103,910.230583978,5404,2918,4254,1586,007700,59306273.1509,003602,24941258.1161,,0.0,007700,003602,49284.6416015,79025,83137,hub,hub,non_hub,584210.329106,4510264.47156,585357.507872,4508705.09166
3489,3489,586,62.0,003602,,40.724852985,-73.989265345,78.0,007800,40.74780373,-73.9734419,918.857470792,7380,2918,5372,1586,007800,112124597.728,003602,24941258.1161,,0.0,007800,003602,49284.6416015,59601,83137,hub,hub,non_hub,586664.043115,4511268.28888,585357.507872,4508705.09166
3490,3490,1073,310.0,003602,,40.724852985,-73.989265345,348.0,007900,40.738916514,-74.007286026,970.776904456,4406,2918,2904,1586,007900,86937368.5918,003602,24941258.1161,,0.0,007900,003602,49284.6416015,171846,83137,hub,hub,non_hub,583817.969395,4510248.87788,585357.507872,4508705.09166
3491,3491,324,124.0,003602,,40.724852985,-73.989265345,142.0,008000,40.7485693,-73.97717991,1002.97500689,4946,2918,3730,1586,008000,197763821.532,003602,24941258.1161,,0.0,008000,003602,49284.6416015,74808,83137,hub,hub,non_hub,586347.477591,4511349.58844,585357.507872,4508705.09166
3492,3492,288,62.0,003602,,40.724852985,-73.989265345,78.0,008100,40.73935542,-73.99931783,932.343915344,8675,2918,5315,1586,008100,91100400.6907,003602,24941258.1161,,0.0,008100,003602,49284.6416015,53195,83137,hub,hub,non_hub,584490.204148,4510305.23824,585357.507872,4508705.09166
3493,3493,829,186.0,003602,,40.724852985,-73.989265345,350.0,008200,40.7519553675,-73.9793906211,1117.48488687,3442,2918,2534,1586,008200,262405408.076,003602,24941258.1161,,0.0,008200,003602,49284.6416015,228612,83137,hub,hub,non_hub,586156.473172,4511723.29405,585357.507872,4508705.09166
3494,3494,753,248.0,003602,,40.724852985,-73.989265345,238.0,008300,40.742591315,-74.004102785,1066.40710973,4211,2918,2321,1586,008300,119862327.354,003602,24941258.1161,,0.0,008300,003602,49284.6416015,186113,83137,hub,hub,non_hub,584082.11654,4510659.85081,585357.507872,4508705.09166
3495,3495,126,62.0,003602,,40.724852985,-73.989265345,76.0,008400,40.75038009,-73.98338988,1086.29360465,1726,2918,1041,1586,008400,147824461.739,003602,24941258.1161,,0.0,008400,003602,49284.6416015,34199,83137,hub,hub,non_hub,585820.889203,4511544.50828,585357.507872,4508705.09166
3496,3496,154,62.0,003602,,40.724852985,-73.989265345,86.0,008601,40.744219,-73.97121214,1164.39144339,2551,2918,1528,1586,008601,31141773.9073,003602,24941258.1161,,0.0,008601,003602,49284.6416015,31961,83137,hub,hub,non_hub,586856.951039,4510872.56191,585357.507872,4508705.09166
3497,3497,561,124.0,003602,,40.724852985,-73.989265345,156.0,008700,40.74206378,-73.995708955,965.666053682,6671,2918,4249,1586,008700,85660216.7821,003602,24941258.1161,,0.0,008700,003602,49284.6416015,152953,83137,hub,hub,non_hub,584791.475936,4510609.36503,585357.507872,4508705.09166
3498,3498,238,124.0,003602,,40.724852985,-73.989265345,156.0,008800,40.75012189,-73.970133575,1046.31857035,6964,2918,5507,1586,008800,216532475.876,003602,24941258.1161,,0.0,008800,003602,49284.6416015,43247,83137,hub,hub,non_hub,586940.323322,4511528.89362,585357.507872,4508705.09166
3499,3499,701,186.0,003602,,40.724852985,-73.989265345,240.0,008900,40.74529008,-74.0021768567,1072.0971148,5560,2918,3511,1586,008900,54419260.2723,003602,24941258.1161,,0.0,008900,003602,49284.6416015,158638,83137,hub,hub,non_hub,584241.316685,4510961.27944,585357.507872,4508705.09166
3500,3500,425,186.0,003602,,40.724852985,-73.989265345,220.0,009000,40.75261798,-73.9703317533,1123.50946004,7026,2918,5832,1586,009000,208846060.851,003602,24941258.1161,,0.0,009000,003602,49284.6416015,74531,83137,hub,hub,non_hub,586920.342162,4511805.78171,585357.507872,4508705.09166
3501,3501,213,62.0,003602,,40.724852985,-73.989265345,78.0,009100,40.74487634,-73.99529885,1046.19089147,6415,2918,4386,1586,009100,127325659.041,003602,24941258.1161,,0.0,009100,003602,49284.6416015,63878,83137,hub,hub,non_hub,584822.527687,4510921.97538,585357.507872,4508705.09166
3502,3502,195,124.0,003602,,40.724852985,-73.989265345,220.0,009200,40.7548518863,-73.9734329075,1147.23263511,1754,2918,1461,1586,009200,408192557.246,003602,24941258.1161,,0.0,009200,003602,49284.6416015,72226,83137,hub,hub,non_hub,586655.650548,4512050.69496,585357.507872,4508705.09166
3503,3503,131,62.0,003602,,40.724852985,-73.989265345,78.0,009300,40.74475148,-73.99915362,1137.25154101,9705,2918,5585,1586,009300,68528055.2433,003602,24941258.1161,,0.0,009300,003602,49284.6416015,52202,83137,hub,hub,non_hub,584497.239363,4510904.39701,585357.507872,4508705.09166
3504,3504,122,62.0,003602,,40.724852985,-73.989265345,62.0,009400,40.75320159,-73.9779874,1200.85735493,29,2918,16,1586,009400,299218147.811,003602,24941258.1161,,0.0,009400,003602,49284.6416015,82147,83137,hub,hub,non_hub,586273.319314,4511863.01244,585357.507872,4508705.09166
3505,3505,258,62.0,003602,,40.724852985,-73.989265345,102.0,009500,40.746647,-73.993915,1004.48123087,3425,2918,1416,1586,009500,129660033.725,003602,24941258.1161,,0.0,009500,003602,49284.6416015,57488,83137,hub,hub,non_hub,584937.108907,4511119.86954,585357.507872,4508705.09166
3506,3506,148,186.0,003602,,40.724852985,-73.989265345,280.0,009600,40.7560303717,-73.9803545931,1237.86164874,153,2918,268,1586,009600,270304841.585,003602,24941258.1161,,0.0,009600,003602,49284.6416015,71527,83137,hub,hub,non_hub,586069.840719,4512174.70365,585357.507872,4508705.09166
3507,3507,375,186.0,003602,,40.724852985,-73.989265345,198.0,009700,40.7493616033,-73.9991321067,1228.82819387,4744,2918,2827,1586,009700,83018263.1602,003602,24941258.1161,,0.0,009700,003602,49284.6416015,118804,83137,hub,hub,non_hub,584493.220017,4511416.17434,585357.507872,4508705.09166
3508,3508,187,124.0,003602,,40.724852985,-73.989265345,140.0,009800,40.755285655,-73.96667288,1212.61680456,7105,2918,5244,1586,009800,115943808.909,003602,24941258.1161,,0.0,009800,003602,49284.6416015,40039,83137,hub,hub,non_hub,587225.727282,4512105.54383,585357.507872,4508705.09166
